Disease,Disease_id,Gene,Gene_id,UniProt,Gene_Full_Name,Protein_Class,N_diseases_g,DSI_g,DPI_g,pLI,Score_gda,EL_gda,EI_gda,N_PMIDs,N_SNPs_gda,First_Ref,Last_Ref
Schizophrenia,C0036341,CHGB,1114,P05060,chromogranin B,,70,0.599,0.654,2.3622E-07,0.34,,1,4,2,2002,2017
Schizophrenia,C0036341,GRIN3A,116443,Q8TCU5,glutamate ionotropic receptor NMDA type subunit 3A,Ion channel,24,0.743,0.423,0.45327,0.34,,1,4,0,2004,2015
Schizophrenia,C0036341,ADCYAP1R1,117,P41586,ADCYAP receptor type I,G-protein coupled receptor,118,0.561,0.769,7.2275E-10,0.34,,1,4,0,2007,2017
Schizophrenia,C0036341,CNR2,1269,P34972,cannabinoid receptor 2,G-protein coupled receptor,197,0.509,0.846,6.5369E-06,0.34,,0.75,5,3,2010,2017
Schizophrenia,C0036341,CSF2RA,1438,P15509,colony stimulating factor 2 receptor subunit alpha,Signaling,49,0.67,0.615,2.3956E-10,0.34,,1,4,0,2007,2010
Schizophrenia,C0036341,CTLA4,1493,P16410,cytotoxic T-lymphocyte associated protein 4,,722,0.369,0.923,0.94085,0.34,,1,4,3,2002,2015
Schizophrenia,C0036341,ADRA2A,150,P08913,adrenoceptor alpha 2A,G-protein coupled receptor,102,0.578,0.615,0.00081816,0.34,,0.5,4,1,2007,2014
Schizophrenia,C0036341,CYP3A4,1576,P08684,cytochrome P450 family 3 subfamily A member 4,Enzyme,291,0.462,0.885,5.7979E-11,0.34,,1,4,0,2009,2016
Schizophrenia,C0036341,DNM1,1759,Q05193,dynamin 1,Enzyme modulator,114,0.595,0.692,0.99917,0.34,,1,4,0,2009,2018
Schizophrenia,C0036341,EGR2,1959,P11161,early growth response 2,Nucleic acid binding,133,0.547,0.769,0.50292,0.34,,0.333,4,2,2010,2015
Schizophrenia,C0036341,MYT1L,23040,Q9UL68,myelin transcription factor 1 like,Transcription factor,46,0.659,0.462,1,0.34,,1,4,3,2011,2012
Schizophrenia,C0036341,ASTN2,23245,O75129,astrotactin 2,,51,0.666,0.462,0.99971,0.34,,1,4,0,2008,2018
Schizophrenia,C0036341,ACSL6,23305,Q9UKU0,acyl-CoA synthetase long chain family member 6,Enzyme,30,0.686,0.5,0.0032201,0.34,,0.667,4,0,2006,2011
Schizophrenia,C0036341,NCS1,23413,P62166,neuronal calcium sensor 1,,48,0.656,0.615,0.66434,0.34,,1,5,0,2003,2019
Schizophrenia,C0036341,GABRG2,2566,P18507,gamma-aminobutyric acid type A receptor subunit gamma2,Ion channel,169,0.548,0.654,0.73852,0.34,,0.5,5,1,2005,2014
Schizophrenia,C0036341,PDE7B,27115,Q9NP56,phosphodiesterase 7B,,34,0.691,0.423,0.54578,0.34,,1,4,1,2010,2016
Schizophrenia,C0036341,GCLM,2730,P48507,glutamate-cysteine ligase modifier subunit,Enzyme,78,0.588,0.846,0.99011,0.34,,0.25,4,0,2006,2009
Schizophrenia,C0036341,GLS,2744,O94925,glutaminase,Enzyme,217,0.489,0.808,0.96154,0.34,,0.75,4,0,2007,2019
Schizophrenia,C0036341,MCHR1,2847,Q99705,melanin concentrating hormone receptor 1,G-protein coupled receptor,45,0.65,0.5,0.000047359,0.34,,1,4,0,2006,2020
Schizophrenia,C0036341,GPX1,2876,P07203,glutathione peroxidase 1,Enzyme,290,0.458,0.923,0.000038518,0.34,,0.4,4,2,2004,2017
Schizophrenia,C0036341,GRIN2C,2905,Q14957,glutamate ionotropic receptor NMDA type subunit 2C,Ion channel,11,0.792,0.269,2.3053E-07,0.34,,0.75,5,0,2003,2014
Schizophrenia,C0036341,GRIN2D,2906,O15399,glutamate ionotropic receptor NMDA type subunit 2D,Ion channel,82,0.65,0.538,0.99996,0.34,,1,5,0,2005,2019
Schizophrenia,C0036341,HK1,3098,P19367,hexokinase 1,Kinase,161,0.542,0.731,0.91459,0.34,,1,4,0,2009,2019
Schizophrenia,C0036341,HSPA1L,3305,P34931,heat shock protein family A (Hsp70) member 1 like,,65,0.603,0.654,0.000001057,0.34,,0.5,5,3,2005,2018
Schizophrenia,C0036341,IL6R,3570,P08887,interleukin 6 receptor,Signaling,261,0.471,0.846,0.000031681,0.34,,1,5,3,1994,2017
Schizophrenia,C0036341,IPO5,3843,O00410,importin 5,Enzyme modulator,9,0.805,0.231,1,0.34,,1,4,2,2004,2011
Schizophrenia,C0036341,MIR30E,407034,,microRNA 30e,,88,0.576,0.769,,0.34,,1,4,1,2010,2015
Schizophrenia,C0036341,NRN1,51299,Q9NPD7,neuritin 1,,21,0.736,0.385,0.8602,0.34,,1,4,0,2010,2017
Schizophrenia,C0036341,MAPK1,5594,P28482,mitogen-activated protein kinase 1,Kinase,1059,0.33,0.923,0.99698,0.34,,1,5,0,2004,2018
Schizophrenia,C0036341,MAPK3,5595,P27361,mitogen-activated protein kinase 3,Kinase,647,0.379,0.885,0.036884,0.34,,1,5,0,2008,2017
Schizophrenia,C0036341,PSEN2,5664,P49810,presenilin 2,Enzyme,146,0.55,0.654,0.00053736,0.34,,1,4,2,2004,2013
Schizophrenia,C0036341,KIF17,57576,Q9P2E2,kinesin family member 17,Cellular structure,11,0.792,0.346,3.7556E-18,0.34,,1,4,1,2010,2020
Schizophrenia,C0036341,PTPRZ1,5803,P23471,protein tyrosine phosphatase receptor type Z1,Enzyme,61,0.623,0.615,0.98997,0.34,,0.667,4,0,2008,2017
Schizophrenia,C0036341,PINK1,65018,Q9BXM7,PTEN induced kinase 1,Kinase,209,0.516,0.769,1.8749E-10,0.34,,0.667,4,0,2007,2015
Schizophrenia,C0036341,SLC1A4,6509,P43007,solute carrier family 1 member 4,Transporter,40,0.7,0.385,0.06559,0.34,,0.25,4,0,2000,2018
Schizophrenia,C0036341,SREBF2,6721,Q12772,sterol regulatory element binding transcription factor 2,,112,0.566,0.577,0.20734,0.34,,1,4,0,2010,2018
Schizophrenia,C0036341,TF,7018,P02787,transferrin,Enzyme,168,0.527,0.846,4.1001E-08,0.34,,0.333,4,2,2007,2012
Schizophrenia,C0036341,TGFB1,7040,P01137,transforming growth factor beta 1,Signaling,1558,0.287,0.962,0.03685,0.34,,1,4,3,2013,2019
Schizophrenia,C0036341,TNFRSF1A,7132,P19438,TNF receptor superfamily member 1A,,487,0.409,0.923,0.9949,0.34,,1,4,0,2010,2018
Schizophrenia,C0036341,TYR,7299,P14679,tyrosinase,Enzyme,281,0.473,0.808,4.9861E-32,0.34,,1,4,0,1991,2001
Schizophrenia,C0036341,TET1,80312,Q8NFU7,tet methylcytosine dioxygenase 1,,156,0.523,0.808,1,0.34,,1,4,0,2013,2018
Schizophrenia,C0036341,PTPN5,84867,P54829,protein tyrosine phosphatase non-receptor type 5,,50,0.666,0.538,0.0014228,0.34,,1,4,2,2012,2018
Schizophrenia,C0036341,DLGAP1,9229,O14490,DLG associated protein 1,Receptor,35,0.691,0.385,0.99875,0.34,,0.333,4,0,2003,2018
Schizophrenia,C0036341,NDST3,9348,O95803,N-deacetylase and N-sulfotransferase 3,,10,0.805,0.192,0.000010699,0.34,,1,4,0,2013,2018
Schizophrenia,C0036341,LINC00271,100131814,P0C7V0,long intergenic non-protein coding RNA 271,,20,0.769,0.192,,0.33,,0.667,3,3,2006,2010
Schizophrenia,C0036341,ERVK-18,100775105,,endogenous retrovirus group K member 18,,106,0.56,0.654,,0.33,,0.667,3,0,2008,2012
Schizophrenia,C0036341,ACTR2,10097,P61160,actin related protein 2,Cellular structure,45,0.659,0.654,0.99896,0.33,,1,3,0,2014,2017
Schizophrenia,C0036341,CTCF,10664,P49711,CCCTC-binding factor,Transcription factor,186,0.504,0.769,0.99994,0.33,,1,3,0,2014,2019
Schizophrenia,C0036341,PPARGC1A,10891,Q9UBK2,PPARG coactivator 1 alpha,Transcription factor,350,0.453,0.885,0.9973,0.33,,1,3,1,2013,2019
Schizophrenia,C0036341,CHAT,1103,P28329,choline O-acetyltransferase,Enzyme,230,0.52,0.808,5.6328E-11,0.33,,1,3,0,1999,2007
Schizophrenia,C0036341,CLU,1191,P10909,clusterin,,412,0.426,0.885,0.000078072,0.33,,1,3,3,2010,2019
Schizophrenia,C0036341,CCR5,1234,P51681,C-C motif chemokine receptor 5 (gene/pseudogene),G-protein coupled receptor,508,0.398,0.885,4.3094E-10,0.33,,1,3,0,2006,2016
Schizophrenia,C0036341,ADM,133,P35318,adrenomedullin,Signaling,405,0.436,0.808,0.040831,0.33,,1,3,0,2004,2016
Schizophrenia,C0036341,SLC32A1,140679,Q9H598,solute carrier family 32 member 1,Transporter,19,0.743,0.577,0.96675,0.33,,0.333,3,0,2008,2011
Schizophrenia,C0036341,CRYZ,1429,Q08257,crystallin zeta,,145,0.524,0.731,5.6616E-23,0.33,,0,3,0,2003,2013
Schizophrenia,C0036341,MAPK14,1432,Q16539,mitogen-activated protein kinase 14,Kinase,626,0.379,0.923,0.37466,0.33,,1,3,1,2008,2017
Schizophrenia,C0036341,CSF2RB,1439,P32927,colony stimulating factor 2 receptor subunit beta,Receptor,39,0.705,0.423,0.17646,0.33,,1,3,3,2008,2011
Schizophrenia,C0036341,CYP2E1,1571,P05181,cytochrome P450 family 2 subfamily E member 1,,306,0.459,0.885,8.0688E-09,0.33,,1,3,4,1997,2016
Schizophrenia,C0036341,EFNB2,1948,P52799,ephrin B2,Signaling,109,0.561,0.692,0.98845,0.33,,1,3,2,2010,2016
Schizophrenia,C0036341,EGR4,1961,Q05215,early growth response 4,Nucleic acid binding,17,0.751,0.538,0.0063486,0.33,,1,3,1,2007,2012
Schizophrenia,C0036341,ELAVL2,1993,Q12926,ELAV like RNA binding protein 2,,199,0.486,0.808,0.99514,0.33,,1,3,0,2011,2020
Schizophrenia,C0036341,SIRT1,23411,Q96EB6,sirtuin 1,Epigenetic regulator,675,0.378,0.885,0.087326,0.33,,0.5,3,1,2011,2019
Schizophrenia,C0036341,LHX6,26468,Q9UPM6,LIM homeobox 6,Nucleic acid binding,22,0.736,0.346,0.96572,0.33,,1,3,0,2012,2015
Schizophrenia,C0036341,MDGA1,266727,Q8NFP4,MAM domain containing glycosylphosphatidylinositol anchor 1,,10,0.821,0.154,0.97574,0.33,,1,3,2,2008,2020
Schizophrenia,C0036341,B3GAT1,27087,Q9P2W7,"beta-1,3-glucuronyltransferase 1",Enzyme,199,0.494,0.769,0.13521,0.33,,1,3,0,2003,2011
Schizophrenia,C0036341,GLO1,2739,Q04760,glyoxalase I,,137,0.537,0.769,9.6718E-07,0.33,,1,3,0,2010,2018
Schizophrenia,C0036341,GNAL,2774,P38405,G protein subunit alpha L,Enzyme modulator,41,0.674,0.308,0.99829,0.33,,1,3,0,2000,2005
Schizophrenia,C0036341,GRN,2896,P28799,granulin precursor,,412,0.435,0.846,0.069666,0.33,,1,3,1,2010,2012
Schizophrenia,C0036341,GSTM2,2946,P28161,glutathione S-transferase mu 2,,195,0.488,0.808,3.3913E-07,0.33,,1,4,0,2001,2015
Schizophrenia,C0036341,ICAM1,3383,P05362,intercellular adhesion molecule 1,,737,0.364,0.962,0.035295,0.33,,1,3,0,2005,2018
Schizophrenia,C0036341,IL3RA,3563,P26951,interleukin 3 receptor subunit alpha,Signaling,95,0.56,0.769,2.9891E-27,0.33,,1,3,2,2007,2009
Schizophrenia,C0036341,IL10RA,3587,Q13651,interleukin 10 receptor subunit alpha,Receptor,90,0.579,0.692,0.017808,0.33,,1,3,2,2007,2016
Schizophrenia,C0036341,AQP4,361,P55087,aquaporin 4,Ion channel,311,0.456,0.885,0.0022919,0.33,,0.5,3,0,2005,2018
Schizophrenia,C0036341,JUN,3725,P05412,"Jun proto-oncogene, AP-1 transcription factor subunit",Transcription factor,344,0.442,0.885,0.05962,0.33,,1,3,0,2003,2007
Schizophrenia,C0036341,KCNQ2,3785,O43526,potassium voltage-gated channel subfamily Q member 2,Ion channel,175,0.537,0.654,0.99998,0.33,,1,3,1,2008,2018
Schizophrenia,C0036341,KPNA3,3839,O00505,karyopherin subunit alpha 3,Transporter,20,0.736,0.5,0.95357,0.33,,1,3,1,2005,2012
Schizophrenia,C0036341,NPSR1,387129,Q6W5P4,neuropeptide S receptor 1,,69,0.608,0.615,2.0518E-09,0.33,,0.5,3,1,2007,2013
Schizophrenia,C0036341,MIR206,406989,,microRNA 206,,226,0.477,0.846,,0.33,,1,3,1,2007,2019
Schizophrenia,C0036341,KMT2A,4297,Q03164,lysine methyltransferase 2A,,535,0.41,0.885,1,0.33,,1,3,0,2007,2016
Schizophrenia,C0036341,MTNR1B,4544,P49286,melatonin receptor 1B,G-protein coupled receptor,93,0.588,0.731,0.00064771,0.33,,0.667,3,1,2011,2016
Schizophrenia,C0036341,MYO9B,4650,Q13459,myosin IXB,,65,0.644,0.615,1,0.33,,0.333,3,0,2008,2015
Schizophrenia,C0036341,OPA1,4976,O60313,OPA1 mitochondrial dynamin like GTPase,Enzyme modulator,236,0.51,0.846,0.98636,0.33,,1,3,0,2009,2011
Schizophrenia,C0036341,OXT,5020,P01178,oxytocin/neurophysin I prepropeptide,Signaling,135,0.615,0.423,0.71197,0.33,,1,6,1,2010,2019
Schizophrenia,C0036341,PAFAH1B1,5048,P43034,platelet activating factor acetylhydrolase 1b regulatory subunit 1,,219,0.504,0.769,0.99995,0.33,,1,3,1,2006,2008
Schizophrenia,C0036341,PAX6,5080,P26367,paired box 6,,340,0.45,0.769,0.99975,0.33,,1,3,0,1999,2020
Schizophrenia,C0036341,PDYN,5173,P01213,prodynorphin,Signaling,197,0.535,0.577,0.00017033,0.33,,0.333,3,0,2001,2004
Schizophrenia,C0036341,RAPGEF6,51735,Q8TEU7,Rap guanine nucleotide exchange factor 6,Enzyme modulator,10,0.821,0.308,0.99644,0.33,,1,3,1,2006,2017
Schizophrenia,C0036341,PI4KA,5297,P42356,phosphatidylinositol 4-kinase alpha,Kinase,31,0.695,0.577,3.1234E-12,0.33,,0.75,4,0,2008,2014
Schizophrenia,C0036341,ULK4,54986,Q96C45,unc-51 like kinase 4,Kinase,32,0.722,0.385,4.4336E-38,0.33,,1,3,0,2014,2020
Schizophrenia,C0036341,RCBTB1,55213,Q8NDN9,RCC1 and BTB domain containing protein 1,Enzyme modulator,112,0.572,0.692,1.5605E-06,0.33,,1,3,0,2013,2019
Schizophrenia,C0036341,PTGS1,5742,P23219,prostaglandin-endoperoxide synthase 1,Enzyme,318,0.46,0.885,6.2425E-07,0.33,,1,3,0,2012,2018
Schizophrenia,C0036341,RARA,5914,P10276,retinoic acid receptor alpha,Nuclear receptor,274,0.47,0.846,0.96305,0.33,,0.667,3,0,2005,2013
Schizophrenia,C0036341,CCND1,595,P24385,cyclin D1,Enzyme modulator,859,0.344,0.923,0.89057,0.33,,1,3,0,1999,2016
Schizophrenia,C0036341,RHD,6007,Q02161,Rh blood group D antigen,,67,0.612,0.654,0.000028534,0.33,,1,3,0,2002,2008
Schizophrenia,C0036341,SLC1A5,6510,Q15758,solute carrier family 1 member 5,Transporter,81,0.587,0.577,0.16869,0.33,,0.333,3,0,1997,2018
Schizophrenia,C0036341,SLC1A6,6511,P48664,solute carrier family 1 member 6,Transporter,11,0.78,0.154,0.76237,0.33,,1,3,1,2002,2007
Schizophrenia,C0036341,SLC6A12,6539,P48065,solute carrier family 6 member 12,Transporter,28,0.716,0.5,1.2837E-08,0.33,,1,3,2,2011,2014
Schizophrenia,C0036341,TBP,6908,P20226,TATA-box binding protein,Transcription factor,158,0.552,0.846,0.015031,0.33,,1,3,0,2005,2011
Schizophrenia,C0036341,TGM2,7052,P21980,transglutaminase 2,Enzyme,315,0.445,0.808,6.8118E-18,0.33,,1,3,0,2009,2015
Schizophrenia,C0036341,TLR3,7098,O15455,toll like receptor 3,Receptor,393,0.427,0.885,1.6349E-07,0.33,,1,3,0,2013,2020
Schizophrenia,C0036341,TNFRSF1B,7133,P20333,TNF receptor superfamily member 1B,,417,0.425,0.885,0.50201,0.33,,0.5,3,2,2000,2018
Schizophrenia,C0036341,TYROBP,7305,O43914,transmembrane immune signaling adaptor TYROBP,,135,0.573,0.769,0.20238,0.33,,0.667,3,0,2011,2015
Schizophrenia,C0036341,VDR,7421,P11473,vitamin D receptor,Nuclear receptor,852,0.352,0.885,0.000016787,0.33,,0.667,3,1,2005,2012
Schizophrenia,C0036341,VIP,7432,P01282,vasoactive intestinal peptide,Signaling,376,0.437,0.846,0.00041995,0.33,,1,3,0,2014,2017
Schizophrenia,C0036341,VSNL1,7447,P62760,visinin like 1,,52,0.631,0.423,0.45742,0.33,,1,3,0,2008,2011
Schizophrenia,C0036341,XRCC1,7515,P18887,X-ray repair cross complementing 1,,410,0.421,0.923,6.3386E-09,0.33,,1,3,1,2008,2016
Schizophrenia,C0036341,CALB1,793,P05937,calbindin 1,Calcium-binding protein,68,0.606,0.615,0.24308,0.33,,1,3,0,2008,2019
Schizophrenia,C0036341,DGCR6,8214,Q14129,DiGeorge syndrome critical region gene 6,,38,0.695,0.5,9.8176E-12,0.33,,1,3,3,2002,2004
Schizophrenia,C0036341,PPP1R9B,84687,Q96SB3,protein phosphatase 1 regulatory subunit 9B,,42,0.678,0.423,0.99975,0.33,,1,3,0,2004,2009
Schizophrenia,C0036341,DDO,8528,Q99489,D-aspartate oxidase,,11,0.805,0.231,8.3982E-10,0.33,,1,3,0,2015,2018
Schizophrenia,C0036341,PLA2G4C,8605,Q9UP65,phospholipase A2 group IVC,Enzyme,24,0.705,0.385,1.6781E-13,0.33,,1,3,1,2005,2017
Schizophrenia,C0036341,RGS9,8787,O75916,regulator of G protein signaling 9,,27,0.722,0.308,1.1251E-14,0.33,,1,3,2,2006,2009
Schizophrenia,C0036341,PHOX2B,8929,Q99453,paired like homeobox 2B,,128,0.565,0.731,0.93755,0.33,,0.667,3,0,2004,2011
Schizophrenia,C0036341,ERDA1,9030,,"expanded repeat domain, CAG/CTG 1",,16,0.736,0.154,,0.33,,0.333,3,0,1999,2000
Schizophrenia,C0036341,NRXN3,9369,Q9HDB5;Q9Y4C0,neurexin 3,,64,0.656,0.615,1,0.33,,1,3,3,2009,2019
Schizophrenia,C0036341,CARTPT,9607,Q16568,CART prepropeptide,,115,0.576,0.692,0.093729,0.33,,0.667,3,0,2004,2018
Schizophrenia,C0036341,HDAC4,9759,P56524,histone deacetylase 4,Epigenetic regulator,256,0.484,0.885,1,0.33,,1,3,1,2008,2017
Schizophrenia,C0036341,ARHGEF11,9826,O15085,Rho guanine nucleotide exchange factor 11,,30,0.722,0.385,1,0.33,,1,3,3,2003,2014
Schizophrenia,C0036341,TSNAX-DISC1,100303453,,TSNAX-DISC1 readthrough (NMD candidate),,18,0.729,0.154,,0.32,,1,2,32,2010,2012
Schizophrenia,C0036341,RANBP9,10048,Q96S59,RAN binding protein 9,Transporter,26,0.716,0.385,0.99999,0.32,,1,2,0,2015,2017
Schizophrenia,C0036341,PRSS16,10279,Q9NQE7,serine protease 16,Enzyme,12,0.792,0.346,4.0615E-07,0.32,,0.5,2,0,2012,2012
Schizophrenia,C0036341,SEMA3A,10371,Q14563,semaphorin 3A,Signaling,202,0.5,0.808,0.9779,0.32,,0.667,3,0,2003,2008
Schizophrenia,C0036341,ADARB1,104,P78563,adenosine deaminase RNA specific B1,Enzyme,85,0.588,0.654,0.80347,0.32,,1,2,0,2012,2014
Schizophrenia,C0036341,PEMT,10400,Q9UBM1,phosphatidylethanolamine N-methyltransferase,,43,0.653,0.538,0.23456,0.32,,0.5,2,1,2007,2009
Schizophrenia,C0036341,LILRB1,10859,Q8NHL6,leukocyte immunoglobulin like receptor B1,Receptor,168,0.51,0.769,5.6502E-14,0.32,,1,2,0,2015,2015
Schizophrenia,C0036341,CHGA,1113,P10645,chromogranin A,,218,0.49,0.808,0.030369,0.32,,1,2,1,2004,2006
Schizophrenia,C0036341,CHRM2,1129,P08172,cholinergic receptor muscarinic 2,G-protein coupled receptor,91,0.585,0.615,0.18197,0.32,,1,3,1,2010,2019
Schizophrenia,C0036341,CHRNB2,1141,P17787,cholinergic receptor nicotinic beta 2 subunit,Ion channel,96,0.617,0.308,0.00072964,0.32,,0.5,2,0,2006,2008
Schizophrenia,C0036341,CSMD2,114784,Q7Z408,CUB and Sushi multiple domains 2,,27,0.695,0.269,,0.32,,1,2,0,2011,2017
Schizophrenia,C0036341,CKB,1152,P12277,creatine kinase B,Kinase,73,0.608,0.615,0.2189,0.32,,1,2,0,2009,2012
Schizophrenia,C0036341,ACSM1,116285,Q08AH1,acyl-CoA synthetase medium chain family member 1,Enzyme,13,0.769,0.269,2.2841E-15,0.32,,1,2,2,2010,2015
Schizophrenia,C0036341,CRH,1392,P06850,corticotropin releasing hormone,Signaling,402,0.439,0.808,0.71614,0.32,,1,3,0,2003,2019
Schizophrenia,C0036341,CSNK1E,1454,P49674,casein kinase 1 epsilon,,61,0.619,0.615,0.99926,0.32,,1,2,1,2012,2012
Schizophrenia,C0036341,CTNND2,1501,Q9UQB3,catenin delta 2,Cellular structure,117,0.579,0.731,1,0.32,,1,2,0,2009,2014
Schizophrenia,C0036341,ADRB3,155,P13945,adrenoceptor beta 3,G-protein coupled receptor,142,0.533,0.731,2.4637E-07,0.32,,0.5,2,1,2012,2012
Schizophrenia,C0036341,CYP3A5,1577,P20815,cytochrome P450 family 3 subfamily A member 5,Enzyme,179,0.511,0.846,6.2948E-17,0.32,,1,3,0,2008,2010
Schizophrenia,C0036341,DBI,1622,P07108,"diazepam binding inhibitor, acyl-CoA binding protein",Enzyme modulator,52,0.65,0.654,0.0013944,0.32,,0.5,2,0,2004,2011
Schizophrenia,C0036341,AGER,177,Q15109,advanced glycosylation end-product specific receptor,Receptor,450,0.42,0.885,6.3528E-16,0.32,,1,2,3,2012,2018
Schizophrenia,C0036341,DNMT3B,1789,Q9UBC3,DNA methyltransferase 3 beta,,315,0.453,0.846,0.19964,0.32,,1,2,2,2014,2017
Schizophrenia,C0036341,ENO2,2026,P09104,enolase 2,Enzyme,239,0.475,0.846,0.38396,0.32,,1,2,0,2008,2016
Schizophrenia,C0036341,EPHX2,2053,P34913,epoxide hydrolase 2,Enzyme,97,0.568,0.654,1.7936E-21,0.32,,1,3,5,2016,2019
Schizophrenia,C0036341,ALDH1A1,216,P00352,aldehyde dehydrogenase 1 family member A1,Enzyme,270,0.46,0.846,0.95448,0.32,,1,2,0,2003,2009
Schizophrenia,C0036341,FAAH,2166,O00519,fatty acid amide hydrolase,,177,0.545,0.692,4.4449E-11,0.32,,0.5,2,1,2005,2019
Schizophrenia,C0036341,FABP3,2170,P05413,fatty acid binding protein 3,,95,0.585,0.692,0.44326,0.32,,0,2,0,2014,2016
Schizophrenia,C0036341,FABP5,2171,Q01469,fatty acid binding protein 5,,85,0.585,0.731,0.047008,0.32,,0.5,2,0,2010,2014
Schizophrenia,C0036341,FGFR2,2263,P21802,fibroblast growth factor receptor 2,Kinase,731,0.38,0.808,0.99731,0.32,,0.667,3,0,2009,2012
Schizophrenia,C0036341,ADNP2,22850,Q6IQ32,ADNP homeobox 2,,3,1,0.038,0.69573,0.32,,1,2,0,2011,2015
Schizophrenia,C0036341,SYT11,23208,Q9BT88,synaptotagmin 11,Transporter,4,0.861,0.192,0.92676,0.32,,1,2,0,2007,2019
Schizophrenia,C0036341,DICER1,23405,Q9UPY3,"dicer 1, ribonuclease III",Enzyme,302,0.446,0.846,1,0.32,,1,2,0,2013,2013
Schizophrenia,C0036341,FOLH1,2346,Q04609,folate hydrolase 1,Enzyme,311,0.453,0.885,6.1977E-09,0.32,,1,2,0,2004,2009
Schizophrenia,C0036341,RASD2,23551,Q96D21,RASD family member 2,,11,0.76,0.308,0.53733,0.32,,1,3,1,2008,2016
Schizophrenia,C0036341,AMACR,23600,Q9UHK6,alpha-methylacyl-CoA racemase,,179,0.51,0.769,0.027363,0.32,,1,2,3,2010,2017
Schizophrenia,C0036341,ALOX12,239,P18054,"arachidonate 12-lipoxygenase, 12S type",Enzyme,119,0.558,0.692,1.4397E-15,0.32,,1,2,2,2010,2014
Schizophrenia,C0036341,STH,246744,Q8IWL8,saitohin,,27,0.705,0.385,,0.32,,1,2,0,2012,2015
Schizophrenia,C0036341,GABRA6,2559,Q16445,gamma-aminobutyric acid type A receptor subunit alpha6,Ion channel,37,0.678,0.423,1.336E-12,0.32,,1,3,1,2005,2013
Schizophrenia,C0036341,GABRB1,2560,P18505,gamma-aminobutyric acid type A receptor subunit beta1,Ion channel,29,0.686,0.5,0.98116,0.32,,1,2,0,2010,2014
Schizophrenia,C0036341,NALCN,259232,Q8IZF0,"sodium leak channel, non-selective",Ion channel,143,0.587,0.615,8.5243E-14,0.32,,0.5,2,2,2011,2018
Schizophrenia,C0036341,GC,2638,P02774,GC vitamin D binding protein,Transporter,219,0.489,0.885,2.7301E-11,0.32,,1,3,0,1982,2015
Schizophrenia,C0036341,GCH1,2643,P30793,GTP cyclohydrolase 1,Enzyme,254,0.511,0.846,0.90292,0.32,,1,2,1,2014,2018
Schizophrenia,C0036341,NPAS4,266743,Q8IUM7,neuronal PAS domain protein 4,Transcription factor,36,0.695,0.5,0.97335,0.32,,1,3,0,2012,2019
Schizophrenia,C0036341,GFRA2,2675,O00451,GDNF family receptor alpha 2,,27,0.716,0.423,0.097532,0.32,,0.5,2,3,2010,2010
Schizophrenia,C0036341,NPTN,27020,Q9Y639,neuroplastin,Receptor,40,0.67,0.5,0.99304,0.32,,1,2,3,2007,2017
Schizophrenia,C0036341,CACNG5,27091,Q9UF02,calcium voltage-gated channel auxiliary subunit gamma 5,Ion channel,6,0.839,0.115,0.0061164,0.32,,1,2,0,2011,2016
Schizophrenia,C0036341,GCLC,2729,P48506,glutamate-cysteine ligase catalytic subunit,Enzyme,198,0.509,0.885,0.42718,0.32,,0.5,2,0,2007,2011
Schizophrenia,C0036341,GNB3,2784,P16520,G protein subunit beta 3,Enzyme,192,0.518,0.808,3.3303E-11,0.32,,1,2,1,2005,2007
Schizophrenia,C0036341,HTR3E,285242,A5X5Y0,5-hydroxytryptamine receptor 3E,Ion channel,6,0.839,0.077,4.2286E-10,0.32,,1,2,1,2009,2010
Schizophrenia,C0036341,GRB2,2885,P62993,growth factor receptor bound protein 2,,122,0.546,0.769,0.93934,0.32,,0.5,3,3,2008,2019
Schizophrenia,C0036341,GRIA3,2892,P42263,glutamate ionotropic receptor AMPA type subunit 3,Ion channel,127,0.566,0.692,0.99976,0.32,,1,2,3,2008,2013
Schizophrenia,C0036341,GRM4,2914,Q14833,glutamate metabotropic receptor 4,G-protein coupled receptor,54,0.636,0.5,0.99307,0.32,,0.333,3,0,2001,2013
Schizophrenia,C0036341,GSK3A,2931,P49840,glycogen synthase kinase 3 alpha,Kinase,48,0.644,0.538,0.9997,0.32,,1,2,0,2005,2014
Schizophrenia,C0036341,GSN,2934,P06396,gelsolin,Cellular structure,262,0.475,0.885,3.8905E-11,0.32,,1,2,0,2004,2007
Schizophrenia,C0036341,GSTA1,2938,P08263,glutathione S-transferase alpha 1,,108,0.561,0.731,1.7305E-06,0.32,,1,2,0,2011,2013
Schizophrenia,C0036341,HCRTR1,3061,O43613,hypocretin receptor 1,G-protein coupled receptor,71,0.623,0.654,0.00017378,0.32,,1,2,1,2005,2007
Schizophrenia,C0036341,HLA-DPB1,3115,P04440,"major histocompatibility complex, class II, DP beta 1",Immune response,324,0.453,0.923,5.3254E-10,0.32,,0,2,0,1994,2001
